gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
,Has relevent experience,no_enrollment,Graduate,STEM,5,,,4,56,Remain
Male,Has relevent experience,no_enrollment,Masters,No Major,>20,10000+,Pvt Ltd,3,112,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,37,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,14,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,30,Remain
Other,Has relevent experience,no_enrollment,High School,,11,50-99,Pvt Ltd,1,54,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,1,114,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,102,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,33,Remain
,No relevent experience,Full time course,Graduate,STEM,1,,,never,10,Remain
Male,Has relevent experience,no_enrollment,High School,,11,,,>4,306,Churn
Male,No relevent experience,Full time course,High School,,4,,,never,64,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,,149,Remain
,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Early Stage Startup,1,10,Churn
Other,Has relevent experience,Part time course,High School,,3,1000-4999,Pvt Ltd,never,34,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,never,55,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1,62,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,6,Oct-49,Pvt Ltd,4,5,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,,1,334,Remain
,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,>4,158,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,8,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Funded Startup,2,17,Remain
Male,Has relevent experience,Part time course,High School,,16,Oct-49,Pvt Ltd,1,182,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Early Stage Startup,1,110,Remain
,No relevent experience,no_enrollment,Masters,STEM,18,100-500,Funded Startup,1,47,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,,1,22,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,57,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,15,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,57,Churn
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,Oct-49,Pvt Ltd,1,8,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,>4,29,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,147,Remain
Female,Has relevent experience,no_enrollment,Graduate,Arts,>20,50-99,Pvt Ltd,2,100,Remain
Female,No relevent experience,Full time course,Graduate,STEM,<1,,,2,63,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,>4,53,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,,1,125,Churn
Male,No relevent experience,Full time course,Graduate,STEM,4,,Pvt Ltd,never,58,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,13,Remain
Male,Has relevent experience,no_enrollment,Graduate,Arts,16,Oct-49,Pvt Ltd,2,82,Remain
,No relevent experience,no_enrollment,High School,,3,50-99,Pvt Ltd,1,56,Remain
Male,Has relevent experience,no_enrollment,Graduate,Arts,1,500-999,,1,154,Remain
Male,No relevent experience,no_enrollment,Phd,STEM,11,1000-4999,Pvt Ltd,2,51,Remain
,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,>4,78,Churn
,Has relevent experience,Full time course,Graduate,STEM,3,,,,72,Remain
Male,Has relevent experience,Full time course,Masters,STEM,16,5000-9999,Public Sector,2,8,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,52,Remain
Male,No relevent experience,Full time course,Graduate,STEM,<1,,,1,58,Remain
Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,4,78,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,11,Remain
,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,,2,20,Remain
Male,Has relevent experience,no_enrollment,,,16,1000-4999,Pvt Ltd,>4,22,Remain
Male,No relevent experience,no_enrollment,Primary School,,10,,,never,15,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,64,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,98,Remain
Male,No relevent experience,no_enrollment,Masters,Humanities,10,1000-4999,NGO,3,16,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,56,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,114,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,43,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,7,,,2,104,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,NGO,1,17,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,never,25,Remain
,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,18,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,69,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,4,10,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,7,,,2,31,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,44,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,65,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,26,Remain
,No relevent experience,Full time course,High School,,2,,,never,42,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,4,260,Remain
Male,No relevent experience,no_enrollment,Primary School,,3,,,never,77,Remain
,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,155,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,,1,47,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,3,9,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,40,Remain
,Has relevent experience,no_enrollment,Masters,Other,5,1000-4999,Pvt Ltd,3,23,Remain
Male,Has relevent experience,no_enrollment,Graduate,Arts,20,5000-9999,Pvt Ltd,1,26,Remain
,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,,1,106,Remain
Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,4,95,Remain
Male,Has relevent experience,no_enrollment,High School,,4,Oct-49,Pvt Ltd,1,88,Remain
Male,No relevent experience,Full time course,Masters,Humanities,1,,,1,13,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,2,20,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,19,Oct-49,Pvt Ltd,2,167,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,Pvt Ltd,1,147,Churn
Male,No relevent experience,Full time course,Graduate,STEM,2,Oct-49,Early Stage Startup,1,131,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,56,Remain
,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,112,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,62,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,1,90,Remain
Female,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Public Sector,1,110,Remain
,No relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Public Sector,4,154,Remain
Female,Has relevent experience,,Graduate,STEM,<1,500-999,,,79,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,13,Remain
Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,36,Remain
Male,No relevent experience,Part time course,Graduate,STEM,7,,Public Sector,1,9,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,92,Remain
,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Public Sector,1,190,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,15,Remain
Male,Has relevent experience,Full time course,High School,,3,,,1,244,Churn
Male,Has relevent experience,no_enrollment,Graduate,No Major,14,1000-4999,Pvt Ltd,1,96,Remain
Male,No relevent experience,Full time course,High School,,2,,,never,82,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,22,Remain
Male,Has relevent experience,Full time course,High School,,2,,,never,32,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,18,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,80,Remain
Female,No relevent experience,no_enrollment,Phd,Humanities,7,,,2,43,Churn
,No relevent experience,Full time course,Graduate,STEM,4,,Public Sector,4,32,Churn
Female,Has relevent experience,no_enrollment,Graduate,Humanities,5,<10,NGO,1,15,Remain
Male,Has relevent experience,no_enrollment,,,5,<10,Pvt Ltd,3,84,Remain
Female,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,never,104,Remain
,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,24,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,154,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,3,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,21,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,2,14,Remain
Male,Has relevent experience,no_enrollment,High School,,>20,,,2,11,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,>4,31,Remain
Male,No relevent experience,no_enrollment,High School,,6,,,never,24,Remain
,No relevent experience,no_enrollment,Primary School,,5,,,never,25,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,18,100-500,Public Sector,1,22,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,3,84,Remain
Male,No relevent experience,no_enrollment,Masters,STEM,2,500-999,Public Sector,1,75,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,4,,,4,51,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,10,Remain
Male,No relevent experience,Full time course,High School,,2,,,1,25,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,94,Churn
,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,1,10,Churn
Male,No relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,23,Remain
Male,No relevent experience,no_enrollment,Phd,STEM,>20,,NGO,1,48,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,77,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,2,36,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,21,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,1,59,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,126,Remain
Male,No relevent experience,no_enrollment,High School,,4,,,never,29,Remain
,No relevent experience,Full time course,Masters,STEM,5,500-999,Public Sector,3,20,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,16,Churn
Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,11,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,92,Remain
,Has relevent experience,no_enrollment,Masters,STEM,<1,500-999,Pvt Ltd,1,89,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,48,Churn
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,NGO,2,34,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,44,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,14,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Early Stage Startup,1,34,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,>4,142,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,156,Remain
,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,1,14,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,89,Churn
,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Public Sector,3,55,Remain
,No relevent experience,Full time course,High School,,7,,,2,12,Remain
Female,No relevent experience,Part time course,Graduate,STEM,9,,,never,9,Churn
Male,No relevent experience,Full time course,Graduate,Other,9,1000-4999,Pvt Ltd,>4,102,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Public Sector,1,24,Remain
,No relevent experience,no_enrollment,Graduate,STEM,4,,,3,66,Remain
Male,Has relevent experience,Full time course,Masters,STEM,3,100-500,Pvt Ltd,3,30,Remain
Male,No relevent experience,Full time course,High School,,6,,,never,33,Remain
,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,13,Churn
,Has relevent experience,Full time course,Graduate,STEM,5,Oct-49,Pvt Ltd,1,39,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,60,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,50,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,,4,105,Remain
,No relevent experience,Full time course,Graduate,STEM,5,,,1,110,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,>4,16,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,,,1,8,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,172,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,42,Remain
Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,6,Remain
,No relevent experience,Part time course,Masters,STEM,>20,500-999,NGO,never,6,Remain
Female,No relevent experience,Full time course,High School,,2,,,2,19,Churn
Male,Has relevent experience,no_enrollment,Masters,Business Degree,1,100-500,Pvt Ltd,1,144,Churn
Female,No relevent experience,Full time course,Masters,STEM,2,,Public Sector,1,52,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,104,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,34,Remain
Other,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,9,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,1,46,Remain
Male,No relevent experience,Part time course,Graduate,STEM,4,1000-4999,,1,37,Remain
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,18,500-999,Public Sector,1,20,Remain
Male,No relevent experience,Full time course,Graduate,STEM,15,,,>4,90,Remain
,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Early Stage Startup,1,29,Remain
Male,Has relevent experience,no_enrollment,,,>20,50-99,Pvt Ltd,3,18,Remain
,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,6,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,9,,,>4,118,Churn
,No relevent experience,Full time course,High School,,2,,,never,126,Remain
,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Public Sector,,55,Remain
Female,Has relevent experience,Full time course,Phd,STEM,8,100-500,Pvt Ltd,>4,11,Remain
,No relevent experience,Full time course,Graduate,STEM,3,,,,9,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,18,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,145,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,68,Remain
Male,Has relevent experience,no_enrollment,High School,,9,,,1,51,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,2,82,Churn
Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,1,128,Remain
Male,No relevent experience,,Graduate,STEM,10,,,never,10,Churn
,No relevent experience,Full time course,High School,,5,,,never,8,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,107,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,5,,Funded Startup,1,55,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,NGO,>4,6,Remain
,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,26,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Pvt Ltd,1,42,Remain
Male,No relevent experience,no_enrollment,Graduate,No Major,7,,,4,24,Churn
Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,never,142,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,4,4,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,61,Remain
Male,No relevent experience,Full time course,High School,,4,,,never,16,Remain
Male,No relevent experience,Part time course,Graduate,STEM,5,Oct-49,Pvt Ltd,1,30,Churn
,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,1,73,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,95,Churn
Other,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,15,Churn
Male,No relevent experience,no_enrollment,Primary School,,9,,,never,10,Remain
Other,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,69,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,Remain
,No relevent experience,no_enrollment,,,1,,,1,100,Churn
Male,No relevent experience,no_enrollment,Phd,Other,>20,,Public Sector,2,10,Remain
,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,>4,61,Remain
Male,No relevent experience,Full time course,High School,,6,,,1,11,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,1,18,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,2,42,Churn
Male,Has relevent experience,no_enrollment,Masters,Arts,>20,,,1,36,Churn
,No relevent experience,Full time course,Graduate,STEM,3,,,1,109,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,55,Remain
,Has relevent experience,Part time course,High School,,9,,,1,77,Remain
Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,35,Churn
Male,No relevent experience,Full time course,Graduate,STEM,9,500-999,Public Sector,1,32,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,NGO,1,81,Remain
Female,Has relevent experience,no_enrollment,Graduate,Humanities,8,50-99,Pvt Ltd,2,81,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,123,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,,1,72,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,2,19,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,25,Remain
,Has relevent experience,no_enrollment,Graduate,Arts,2,,,1,108,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,29,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,4,163,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,1,50,Remain
,Has relevent experience,Full time course,Graduate,STEM,6,,,never,16,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,92,Churn
,Has relevent experience,no_enrollment,Masters,STEM,13,,,1,135,Remain
,No relevent experience,Part time course,Phd,STEM,5,10000+,Public Sector,2,7,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,NGO,1,14,Remain
,No relevent experience,Full time course,High School,,5,Oct-49,Pvt Ltd,1,72,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,70,Remain
Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,1,90,Remain
Male,Has relevent experience,no_enrollment,,,16,,Public Sector,3,166,Churn
,No relevent experience,no_enrollment,Primary School,,2,,,never,66,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,11,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,47,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,15,,,2,87,Remain
Male,No relevent experience,Full time course,High School,,5,,,never,132,Churn
,No relevent experience,no_enrollment,Graduate,STEM,7,,,never,33,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,2,43,Remain
Male,No relevent experience,Full time course,,,8,,,never,17,Churn
,No relevent experience,Full time course,Primary School,,2,,,,21,Churn
Male,Has relevent experience,no_enrollment,Masters,Other,13,50-99,Pvt Ltd,1,196,Remain
Other,No relevent experience,Full time course,High School,,1,,,never,6,Remain
Male,Has relevent experience,no_enrollment,High School,,6,,,2,56,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,7,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,4,10,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,36,Remain
Male,No relevent experience,no_enrollment,High School,,3,,,never,78,Remain
,No relevent experience,Full time course,Masters,STEM,15,1000-4999,Public Sector,3,174,Remain
Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,17,Remain
Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,138,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Public Sector,>4,19,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,1,116,Remain
Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,18,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Funded Startup,1,68,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,55,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,32,Remain
,Has relevent experience,Part time course,Masters,STEM,18,<10,Pvt Ltd,2,145,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,44,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,88,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,58,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,4,67,Remain
Male,No relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Public Sector,>4,98,Remain
,No relevent experience,Full time course,Graduate,STEM,2,,,never,74,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,88,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,70,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,31,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Funded Startup,3,174,Remain
Male,Has relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,64,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,1,39,Churn
Male,No relevent experience,Full time course,Masters,STEM,7,,,2,6,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,132,Remain
Male,Has relevent experience,,Graduate,STEM,2,,,2,78,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,2,46,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,,1,48,Remain
Male,Has relevent experience,no_enrollment,,,17,50-99,Early Stage Startup,3,58,Remain
Male,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,never,32,Remain
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,Pvt Ltd,2,12,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,NGO,>4,48,Remain
Male,No relevent experience,no_enrollment,High School,,4,<10,Pvt Ltd,1,39,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,1,130,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,never,36,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,4,56,Churn
Male,Has relevent experience,no_enrollment,Primary School,,>20,,,2,111,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,100,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,1,45,Churn
,No relevent experience,no_enrollment,Masters,STEM,3,,,never,22,Churn
,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,4,40,Remain
Male,Has relevent experience,no_enrollment,High School,,11,,,never,82,Churn
Female,Has relevent experience,no_enrollment,Masters,Humanities,4,100-500,Pvt Ltd,2,74,Remain
Male,No relevent experience,Full time course,Graduate,STEM,2,Oct-49,Public Sector,1,336,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,48,Churn
,No relevent experience,,,,16,,,never,40,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,133,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,7,,,2,21,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,4,180,Remain
,No relevent experience,Full time course,Graduate,STEM,5,,,1,147,Remain
,Has relevent experience,no_enrollment,Graduate,Humanities,2,10000+,Public Sector,1,38,Remain
Male,Has relevent experience,no_enrollment,High School,,1,Oct-49,Pvt Ltd,1,89,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,36,Remain
Female,No relevent experience,Full time course,High School,,5,,,never,111,Churn
Male,No relevent experience,Full time course,High School,,2,<10,Other,1,9,Remain
,Has relevent experience,no_enrollment,Masters,Other,,50-99,Pvt Ltd,2,40,Remain
Male,Has relevent experience,no_enrollment,High School,,12,,,2,135,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,NGO,1,35,Remain
